SIP/undefined_t2/01+;undefined;2
SIP/undefined_t2/01+;megafon;2
SIP/undefined_t3/01+;megafon;2
SIP/undefined_t2/01+;mts;2
SIP/undefined_t2/01+;tele2;2
SIP/undefined_t2/01+;beeline;2
